0.78200,0.76316,0.95669,0.24407,0.01678
0.78480,0.76629,0.95635,0.24256,0.01541
0.78160,0.76277,0.95618,0.29971,0.01729
0.77787,0.75856,0.95686,0.21651,0.01541
0.78270,0.76421,0.95413,0.29097,0.01849
